Course Name,Folder on Disk,Course URL,Field ,Name of the University/Institute,Introduction
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",hi-five-social-peer,https://coursera.org/learn/hi-five-social-peer,Life Sciences,Columbia University,"HI-FIVE (Health Informatics For Innovation, Value & Enrichment) Training is an approximately 10-hour online course designed by Columbia University in 2016, with sponsorship from the Office of the National Coordinator for Health Information Technology (ONC). The training is role-based and uses case scenarios. Our nation’s healthcare system is changing at a rapid pace. Transformative health care delivery programs depend heavily on health information technology to improve and coordinate care, maintain patient registries, support patient engagement, develop and sustain data infrastructure necessary for multi-payer value-based payment, and enable analytical capacities to inform decision making and streamline reporting."
HPV-Associated Oral and Throat Cancer: What You Need to Know,hpv-oral-throat-cancer,https://coursera.org/learn/hpv-oral-throat-cancer,Life Sciences,Icahn School of Medicine at Mount Sinai,"This course, offered by the Department of Otolaryngology – Head and Neck Surgery at the Icahn School of Medicine at Mount Sinai, is designed to inform primary care physicians and otolaryngologists (general and head and neck surgeons), as well as medical students, residents, nurses, physician assistants, medical assistants, about HPV-associated oral and throat cancers. It is also applicable to individuals who wish to broaden their knowledge and vernacular about this disease process, especially those who may have been diagnosed with HPV and/or HPV-associated oropharyngeal cancers. The course has been divided into four modules, each of which is followed by multiple choice questions to help attendees further understand this condition:"
Health Across the Gender Spectrum,health-gender-spectrum,https://coursera.org/learn/health-gender-spectrum,Life Sciences,Stanford University,"This course offers an intimate, story-based introduction to the experiences of six transgender children and their families. Through illustrated stories and short teaching videos, learners will gain a better understanding of gender identity and the gender spectrum. Stanford physicians, K-12 educators, and transgender faculty members offer practical tips for parents, teachers, healthcare providers and anyone who wants to help create a more gender-expansive environment - one in which all people can live authentically. As a global community of unique individuals, we can begin to build a world that is ready to nurture and love each and every child. 

Due to the sensitive nature of the story-based course content, we have chosen not to offer course certificates for this course. Simply put, we feel that the thoughts, ideas and sentiments of these remarkable children and their families... are priceless. We are confident that, like us, you will end up learning more from them than you could ever imagine. Together, we can lay a stronger foundation for all children. Join us as we explore health, across the gender spectrum.

Additional note: When submitting answers to quizzes, you may be asked to enter your ""full legal name"". This feature is primarily for verification purposes for courses that offer a certificate on Coursera, so it does not really apply to this course. We recognize that, for some individuals the name they use does not match the one on their legal documents. Please feel free to enter the name you normally use in these boxes."
Health Care IT: Challenges and Opportunities,healthcare-it,https://coursera.org/learn/healthcare-it,Life Sciences,Icahn School of Medicine at Mount Sinai,"A strong argument can be made that the health care field is one of the most information-intensive sectors in the U.S. economy and avoidance of the rapid advances in information technology is no longer an option. Consequently, the study of health care information technology and systems has become central to health care delivery effectiveness. This course covers the modern application of information technology that is critical to supporting the vision and operational knowledge of the health care leaders in managing the health care organization. Heath care decision-makers have to meet head-on the dynamic challenges of health care delivery quality, cost, access, and regulatory control."
Health Informatics on FHIR,fhir,https://coursera.org/learn/fhir,Life Sciences,Georgia Institute of Technology,"Through this course even non-technical students can gain basic proficiency in health informatics: the application of computing to healthcare delivery, public health and community-based clinical research. The overall course paradigm is the Institute of Medicine's vision of a ""Learning Health System"" that uses data from actual patient care to gain new knowledge and feeds that knowledge back as care is delivered to achieve a safer, higher quality and more cost effective health delivery system. Module 1 covers the US healthcare delivery system's unique structural, economic and policy issues and the strategic role for health informatics."
Health Literacy and Communication for Health Professionals,healthliteracy,https://coursera.org/learn/healthliteracy,Life Sciences,University of Nebraska,"In the United States, two-thirds of the population read at an eighth-grade level or below. When it comes to health information, most Americans have the ability to read and write at the fifth-grade level. This inter-professional course aims to give health professionals the tools needed to improve upon their health literacy and communication skills."
Health for All Through Primary Health Care,health-for-all,https://coursera.org/learn/health-for-all,Life Sciences,Johns Hopkins University,This course explores why primary health care is central for achieving Health for All. It provides examples of how primary health care has been instrumental in approaching this goal in selected populations and how the principles of primary health care can guide future policies and actions.
Health in Complex Humanitarian Emergencies,health-che,https://coursera.org/learn/health-che,Life Sciences,Emory University,"The Center for Humanitarian Emergencies is a partnership between CDC's Emergency Response and Recovery Branch and the Rollins School of Public Health that drives global collaboration, research and evidence based training to improve the lives and well-being of populations impacted by humanitarian emergencies. - Center for Humanitarian Emergencies: http://www.che.emory.edu/ - CDC's Emergency Response and Recovery Branch: http://www.cdc.gov/globalhealth/healthprotection/errb/index.html This course covers the technical and management principles that are the basis of planning, implementing, and evaluating health programs for acutely displaced populations in developing countries."
Healthcare Innovation and Entrepreneurship,healthcare-innovation,https://coursera.org/learn/healthcare-innovation,Life Sciences,Duke University,"This interdisciplinary course focuses on sustainable innovation, introducing entrepreneurial students to the realities of problem identification and solution design within the complex world of healthcare."
Implant Dentistry,implant-dentistry,https://coursera.org/learn/implant-dentistry,Life Sciences,The University of Hong Kong,"Implant Dentistry is one of the most dynamic and rapidly developing areas within oral health care. In spite of increasing popularity of implantology, it is a relatively new discipline within dental education and remains limited to post-graduate courses offered by dental schools in many parts of the world today. With the vision to help dental practitioners gain clinical understanding of implantology and an opportunity to provide implant treatments to their patients, the Faculty of Dentistry of HKU (ranked No. 1 dental school in the World in 2016) developed this MOOC to provide a world-class quality, unbiased, evidence-based and clinically-oriented course in this discipline."
In the footsteps of Zika… approaching the unknown,zika,https://coursera.org/learn/zika,Life Sciences,University of Geneva,"This MOOC will cover a range of topics, such as epidemiology, historical and geographical dispersion of the virus and its vectors through globalization and climate change, its modes of transmission, but also the symptoms, diagnosis and treatment. The different types of preventive measures will be also covered. A special module will focus on possible neurological adverse effects such as the risk for birth defects (microcephaly) in pregnant women, while another one will examine the peripheral nerve paralysis called the Guillain-Barré syndrome."
Industrial Biotechnology,industrial-biotech,https://coursera.org/learn/industrial-biotech,Life Sciences,University of Manchester,"Fossil fuels have been the primary energy source for society since the Industrial Revolution. They provide the raw material for the manufacture of many everyday products that we take for granted, including pharmaceuticals, food and drink, materials, plastics and personal care. As the 21st century progresses we need solutions for the manufacture of chemicals that are smarter, more predictable and more sustainable. Industrial biotechnology is changing how we manufacture chemicals and materials, as well as providing us with a source of renewable energy. It is at the core of sustainable manufacturing processes and an attractive alternative to traditional manufacturing technologies to commercially advance and transform priority industrial sectors yielding more and more viable solutions for our environment in the form of new chemicals, new materials and bioenergy. This course will cover the key enabling technologies that underpin biotechnology research including enzyme discovery and engineering, systems and synthetic biology and biochemical and process engineering. Much of this material will be delivered through lectures to ensure that you have a solid foundation in these key areas. We will also consider the wider issues involved in sustainable manufacturing including responsible research innovation and bioethics. In the second part of the course we will look at how these technologies translate into real world applications which benefit society and impact our everyday lives. This will include input from our industry stakeholders and collaborators working in the pharmaceutical, chemicals and biofuels industries. By the end of this course you will be able to: 1. Understand enzymatic function and catalysis. 2. Explain the technologies and methodologies underpinning systems and synthetic biology. 3. Explain the diversity of synthetic biology application and discuss the different ethical and regulatory/governance challenges involved in this research. 4. Understand the principles and role of bioprocessing and biochemical engineering in industrial biotechnology. 5. Have an informed discussion of the key enabling technologies underpinning research in industrial biotechnology 6. Give examples of industrial biotechnology products and processes and their application in healthcare, agriculture, fine chemicals, energy and the environment."
Infection Prevention in Nursing Homes,infection-prevention,https://coursera.org/learn/infection-prevention,Life Sciences,The University of North Carolina at Chapel Hill,Learn about the role of environment in disease transmission and how to implement standard and transmission-based precautions to prevent the spread of antibiotic resistant bacteria and other infections in your facility.
Instructional Methods in Health Professions Education,instructmethodshpe,https://coursera.org/learn/instructmethodshpe,Life Sciences,University of Michigan,"This course provides those involved in educating members of the health professions an asynchronous, interdisciplinary, and interactive way to obtain, expand, and improve their teaching skills. These skills can then be applied within their own professional context, with a variety of learners, extending across many stages."
Integrated Analysis in Systems Biology,integrated-analysis,https://coursera.org/learn/integrated-analysis,Life Sciences,Icahn School of Medicine at Mount Sinai,This course will focus on developing integrative skills through directed reading and analysis of the current primary literature to enable the student to develop the capstone project as the overall final exam for the specialization in systems biology.
Intellectual Humility: Science,intellectual-humility-science,https://coursera.org/learn/intellectual-humility-science,Life Sciences,Utrecht University,"Our society depends on the availability of, and access to, food. According to the United Nations nearly 800 million people are hungry, over 2 billion suffer from micronutrient deficiencies. On the other hand over 2 billion people are obese. These numbers show how paradoxical and complex the world’s food problem is. Many people in developing countries experience food shortage while, in industrialized countries, an increasing number of the population suffers the consequences of living in abundance. ln this course, Food researchers from Utrecht University will address the main issues regarding two interrelated themes, Food shortage and Healthy Choices, from an interdisciplinary perspective. You will learn to identify the key ingredients of the world’s food challenges and to think about the solutions for enabling changes in the current food system. We will look, amongst other things, at the possible sustainable solutions at hand for the demands of the growing human population, the role of nutrition for the prevention of Non Communicable Diseases (NCD), and the need to understand food choices in the changes necessary for a healthier diet and alternative foods. We invite you to join us on an interdisciplinary journey through the world food problems. You will gain new knowledge and insights that help you form your own opinion on these subjects. Enjoy the course!"
International Women's Health and Human Rights,womens-health-human-rights,https://coursera.org/learn/womens-health-human-rights,Life Sciences,Stanford University,"This course focuses on women’s health and human rights issues from infancy through old age, including information about positive interventions relating to those issues.  Learners are encouraged to interact with each other through interactive discussions.  

It is important to us that this course be available to all learners.  We encourage you to apply for Coursera's financial aid (see link to left) if the cost of the course certificate is difficult for you to afford.  Please note that you may view all materials in this course, and participate in it, without purchasing a certificate.

The course was co-created by Consulting Professor Anne Firth Murray and Kevin Hsu. Anne Firth Murray is the Content Director of the course; Kevin Hsu is the Design Director of the course."
Introduction to Breast Cancer,breast-cancer-causes-prevention,https://coursera.org/learn/breast-cancer-causes-prevention,Life Sciences,Yale University,"Welcome to an Introduction to Breast Cancer! In this course, we’ll learn a bit about the leading cause of cancer in women worldwide – from the basic biology of the disease, to risk factors and prevention, to treatment modalities to survivorship. We’ll talk to leading experts, explore some of the milestone studies that have pushed this field forward, and have interactive discussions on discussion boards and social media."
Introduction to Cataract Surgery,cataract-surgery,https://coursera.org/learn/cataract-surgery,Life Sciences,University of Michigan,This comprehensive course will give you the fundamental knowledge needed to begin performing cataract surgery by phacoemulsification and extracapsular removal. Each step from preoperative evaluation to postoperative care will be covered to help prepare you for the operating room.
Introduction to Clinical Neurology,clinical-neurology,https://coursera.org/learn/clinical-neurology,Life Sciences,"University of California, San Francisco","An overview of the relevant aspects of the epidemiology, clinical presentation, basic disease mechanisms, diagnostic approaches and treatment options of the most common neurological diseases."
Introduction to Dental Medicine,dental-medicine-penn,https://coursera.org/learn/dental-medicine-penn,Life Sciences,University of Pennsylvania,"The mouth is the window into human health. This course provides an overview of dental medicine to engage, educate, excite and assist you in improving the oral health of your patients and members of your community. We will review topics in dental medicine including scope of the field, what to expect in function, and some of the many ways that dysfunction may present for different patients. This will include discussions of mouth, jaw, and tooth anatomy, pathology, and treatment. We will talk about differences between patients and the unique roles that different members of the dental field may play in treatment depending on the patient and condition."
Introduction to Forensic Science,forensic-science,https://coursera.org/learn/forensic-science,Life Sciences,"Nanyang Technological University, Singapore","We have all seen forensic scientists in TV shows, but how do they really work? What is the science behind their work? The course aims to explain the scientific principles and techniques behind the work of forensic scientists and will be illustrated with numerous case studies from Singapore and around the world."
Introduction to Genetics and Evolution,genetics-evolution,https://coursera.org/learn/genetics-evolution,Life Sciences,Duke University,"Introduction to Genetics and Evolution is a college-level class being offered simultaneously to new students at Duke University. The course gives interested people a very basic overview of some principles behind these very fundamental areas of biology. We often hear about new ""genome sequences,"" commercial kits that can tell you about your ancestry (including pre-human) from your DNA or disease predispositions, debates about the truth of evolution, why animals behave the way they do, and how people found ""genetic evidence for natural selection."
Introduction to Reproduction,reproductive-health,https://coursera.org/learn/reproductive-health,Life Sciences,Northwestern University,"The objective of this course is to ensure you understand reproductive health and not confuse reproduction with sex (or having sex). This course was designed with you in mind, and is aimed at providing you with quality information that is meaningful to you and that may be hard to find otherwise. Reproductive health is an area of knowledge that needs to be demystified."
Introduction to Systematic Review and Meta-Analysis,systematic-review,https://coursera.org/learn/systematic-review,Life Sciences,Johns Hopkins University,"We will introduce methods to perform systematic reviews and meta-analysis of clinical trials. We will cover how to formulate an answerable research question, define inclusion and exclusion criteria, search for the evidence, extract data, assess the risk of bias in clinical trials, and perform a meta-analysis."
Introduction to Systems Biology,systems-biology,https://coursera.org/learn/systems-biology,Life Sciences,Icahn School of Medicine at Mount Sinai,"This course will introduce the student to contemporary Systems Biology focused on mammalian cells, their constituents and their functions. Biology is moving from molecular to modular. As our knowledge of our genome and gene expression deepens and we develop lists of molecules (proteins, lipids, ions) involved in cellular processes, we need to understand how these molecules interact with each other to form modules that act as discrete functional systems."
Introduction to the Biology of Cancer,cancer,https://coursera.org/learn/cancer,Life Sciences,Johns Hopkins University,"Over 500,000 people in the United States and over 8 million people worldwide are dying every year from cancer. As people live longer, the incidence of cancer is rising worldwide and the disease is expected to strike over 20 million people annually by 2030. This open course is designed for people who would like to develop an understanding of cancer and how it is prevented, diagnosed, and treated."
Introductory Human Physiology,physiology,https://coursera.org/learn/physiology,Life Sciences,Duke University,"In this course, students learn to recognize and to apply the basic concepts that govern integrated body function (as an intact organism) in the body's nine organ systems."
Lactation Biology,lactation-biology,https://coursera.org/learn/lactation-biology,Life Sciences,University of Illinois at Urbana-Champaign,"Lactation and especially milk, which is the product of that unique mammalian process, are routinely encountered within our daily lives. Nevertheless, they often are poorly understood by many, even including many who are engaged in the business of producing milk. The overall course goal is to introduce fundamental concepts that form the basis for understanding the biology of lactation, the biology of the mammary gland, and the products of that important physiological process.

As a learner in this course, you will be provided with a series of easily understood presentations that collectively will help you build a foundation for greater understanding of lactation. You will be able to engage with other learners so that you can extend your learning beyond the video presentations. Ultimately, you will be able to construct your own mental model for understanding the wide range of topics that relate to the biology of lactation. Upon completion of the course, you will be prepared to expand your knowledge and understanding of lactation from other sources and experiences as you pursue your individual interests.

Before you start the course, I suggest that you identify a question or several questions about lactation that you already have on your mind. This could be from your own experiences, something you read about or saw, or something you have wondered about. Write down your question(s) and use that to help you decide how to engage with the content of this course. You might engage with the modules in the order they are presented, or start with a module that is of particular interest to you, or pick and choose modules in any order. I encourage you to engage in all of the types of learning activities that this course has to offer, including but not limited to, the discussion forums, quizzes, peer-review assignments, and concept maps and other learning aids."
Leading Healthcare Quality and Safety,quality-healthcare,https://coursera.org/learn/quality-healthcare,Life Sciences,The George Washington University,"Ensuring patient safety and healthcare quality is critical and should be a key focus of everyone in healthcare practice. This course provides healthcare practitioners and others with an introduction to the knowledge and skills needed to lead patient safety and quality improvement initiatives at the micro and macro levels. Participants will explore the foundations of health care quality and the science underlying patient safety and quality improvement, design and select effective health care measures, analyze patient safety problems and processes using tools such as human factors analysis, apply systematic approaches including the Plan-Do-Study-Act (PDSA) model to address quality improvement challenges, and learn strategies to lead a culture of change. The course takes a world view of patient safety and quality, linking participants to research and resources from the World Health Organization (WHO), the US Agency for Healthcare Research and Quality (AHRQ), the Joint Commission and other international organizations."
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",dementia-care,https://coursera.org/learn/dementia-care,Life Sciences,Johns Hopkins University,"Health professionals and students, family caregivers, friends of and affected individuals, and others interested in learning about dementia and quality care will benefit from completing the course. Led by Drs. Nancy Hodgson and Laura Gitlin, participants will acquire foundational knowledge in the care of persons with Alzheimer’s Disease and other neurocognitive disorders."
Major Depression in the Population: A Public Health Approach,public-health-depression,https://coursera.org/learn/public-health-depression,Life Sciences,Johns Hopkins University,"Public Mental Health is the application of the principles of medicine and social science to prevent the occurrence of mental and behavioral disorders and to promote mental health of the population. This course illustrates the principles of public health applied to depressive disorder, including principles of epidemiology, transcultural psychiatry, health services research, and prevention. It is predicted that by 2020 depressive disorder will be the most important cause of disease burden in the entire world! Every human being suffers from feeling depressed at some point or other, but only about one fifth of the population will experience an episode of depressive disorder over the course of their lives. This course illuminates the public health approach to disease, and the particular complexities of applying this approach to mental disorders, using depression as the exemplar."
Materials in Oral Health,materials-oral-health,https://coursera.org/learn/materials-oral-health,Life Sciences,The University of Hong Kong,"We all need healthy teeth, don’t we? The drive for development of new and novel oral biomaterials has never been more important with many people using oral biomaterials today and seeing their benefits in restoring and improving their oral health for a more enjoyable lifestyle. The unique properties of biomaterials such as titanium (Ti), zirconia (ZrO2) and various polymeric materials have made them materials of choice in oral health: dental implants, oral and maxillofacial surgery, and even regenerative medicine. Oral biomaterials research today is an exciting and intensive multidisciplinary area that encompasses contributions from a wide range of fields from professional dentistry to biology, chemistry, physics, material science, and engineering. 

This 4-week Oral Biomaterials course unveils to you the special properties and benefits of biomaterials including, titanium and titanium alloys, other alloys, zirconia and other ceramics, and modern composites. You will gain insights of practical use and applications of these biomaterials in different aspects of dentistry and clinical implications. You will realize how contemporary dentistry is about unifying synthetic materials to living tooth and bone tissues. You will get in touch with the crucial roles of digital dentistry and learn about CAD/CAM technology in crown fabrication, 3D printing and digital orthodontics. And lastly, you will be introduced to procedures and testing methods used to analyze and test significant mechanical properties of biomaterials in the research laboratory. 

Our vision for the course is to bring together expertise and experience in dentistry and a broad range to subjects for potential synergy in tomorrow’s oral biomaterials development and increase awareness of oral health."
Medical Neuroscience,medical-neuroscience,https://coursera.org/learn/medical-neuroscience,Life Sciences,Duke University,"Medical Neuroscience explores the functional organization and neurophysiology of the human central nervous system, while providing a neurobiological framework for understanding human behavior. In this course, you will discover the organization of the neural systems in the brain and spinal cord that mediate sensation, motivate bodily action, and integrate sensorimotor signals with memory, emotion and related faculties of cognition. The overall goal of this course is to provide the foundation for understanding the impairments of sensation, action and cognition that accompany injury, disease or dysfunction in the central nervous system. The course will build upon knowledge acquired through prior studies of cell and molecular biology, general physiology and human anatomy, as we focus primarily on the central nervous system."
Molecular Evolution (Bioinformatics IV),molecular-evolution,https://coursera.org/learn/molecular-evolution,Life Sciences,"University of California, San Diego","In the previous course in the Specialization, we learned how to compare genes, proteins, and genomes. One way we can use these methods is in order to construct a ""Tree of Life"" showing how a large collection of related organisms have evolved over time. In the first half of the course, we will discuss approaches for evolutionary tree construction that have been the subject of some of the most cited scientific papers of all time, and show how they can resolve quandaries from finding the origin of a deadly virus to locating the birthplace of modern humans."
Mountains 101,mountains-101,https://coursera.org/learn/mountains-101,Life Sciences,University of Alberta,"Mountains 101­­ is a broad and integrated overview of the mountain world. This 12-lesson course covers an interdisciplinary field of study focusing on the physical, biological, and human dimensions of mountain places in Alberta, Canada, and around the world. Specifically, we'll study the geological origins of mountains, how they’re built-up and worn-down over time; we’ll learn about their importance for biodiversity and water cycles, globally and locally; we’ll explore their cultural significance to societies around the globe, and how that relationship has evolved over time; and we’ll learn how mountains are used, how they’re protected, and how today they’re experiencing rapid change in a warming climate."
Music as Biology: What We Like to Hear and Why,music-as-biology,https://coursera.org/learn/music-as-biology,Life Sciences,Duke University,"The course will explore the tone combinations that humans consider consonant or dissonant, the scales we use, and the emotions music elicits, all of which provide a rich set of data for exploring music and auditory aesthetics in a biological framework. Analyses of speech and musical databases are consistent with the idea that the chromatic scale (the set of tones used by humans to create music), consonance and dissonance, worldwide preferences for a few dozen scales from the billions that are possible, and the emotions elicited by music in different cultures all stem from the relative similarity of musical tonalities and the characteristics of voiced (tonal) speech."
Network Analysis in Systems Biology,network-biology,https://coursera.org/learn/network-biology,Life Sciences,Icahn School of Medicine at Mount Sinai,"An introduction to data integration and statistical methods used in contemporary Systems Biology, Bioinformatics and Systems Pharmacology research. The course covers methods to process raw data from genome-wide mRNA expression studies (microarrays and RNA-seq) including data normalization, differential expression, clustering, enrichment analysis and network construction. The course contains practical tutorials for using tools and setting up pipelines, but it also covers the mathematics behind the methods applied within the tools. The course is mostly appropriate for beginning graduate students and advanced undergraduates majoring in fields such as biology, math, physics, chemistry, computer science, biomedical and electrical engineering."
Nutrition and Lifestyle in Pregnancy,nutrition-pregnancy,https://coursera.org/learn/nutrition-pregnancy,Life Sciences,Ludwig-Maximilians-Universität München (LMU),Nutrition and Lifestyle in Pregnancy offers an overview of the latest research findings and international recommendations on a variety of nutrition-related aspects and outcomes of pregnancy. Ensuring a healthy nutritional status and lifestyle prior to and during pregnancy is one of the best ways to help support the healthy growth and development of the unborn child. We will look at how a healthy diet and lifestyle should ideally be achieved prior to conception and provide recommendations for pre-conception counselling of women.
Organ Donation: From Death to Life ,organ-donation,https://coursera.org/learn/organ-donation,Life Sciences,University of Cape Town,"Considering someone for organ and tissue donation at the end of life is complicated. The boundary between life and death is more complex than ever before and it falls to medical professionals to help clarify a situation at an often confusing and emotionally stressful time.
 
In this course you will learn about the science behind death determination and when is it possible for deceased organ donation take place. The lectures will cover medical standards at the end of life - from brain death testing, to requesting informed consent from a grieving family. By improving knowledge of good ethical practices, cultural and religious considerations and the logistics of the organ donation process this course will empower the interactions and discussions of medical professionals and the general public at an often confusing time.
 
This course will help you to ensure that the option of organ donation is compassionately explored in all appropriate situations at the end of life in the best way possible.

Watch the course trailer here https://www.youtube.com/watch?v=Ak-kVtmZGRs"
Osteoarchaeology: The Truth in Our Bones,truthinourbones-osteoarchaeology-archaeology,https://coursera.org/learn/truthinourbones-osteoarchaeology-archaeology,Life Sciences,Universiteit Leiden,"This course is about what we can learn from examining the human skeleton, and how we can use this knowledge to reconstruct the lives of people who lived in the past. In archaeology and anthropology, human skeletal remains can provide unique insights into the past and the present; insights that cannot be gained otherwise. These insights are explored in five main themes spread out over five weeks of learning. First, it is shown how age-at-death, sex and stature can be estimated by the close examination of (archaeological) skeletal remains. In subsequent modules it is shown how human bones can provide information about the diseases and injuries that people suffered from and what they ate. Also, it is shown how the human skeleton provides information about the kinds of activities that people engaged in and about how they migrated and moved around their landscapes."
Paleontology: Ancient Marine Reptiles,ancient-marine-reptiles,https://coursera.org/learn/ancient-marine-reptiles,Life Sciences,University of Alberta,"Paleontology: Ancient Marine Reptiles is a four-lesson course teaching a comprehensive overview of the evolutionary changes that occur when air-breathing terrestrial animals return to water. This course examines the diversity, adaptations, convergence, and phylogenetic relationships of extinct marine reptiles. Students will explore three major groups of marine reptiles: ichthyosaurs, plesiosaurs, and mosasaurs."
Paleontology: Early Vertebrate Evolution,early-vertebrate-evolution,https://coursera.org/learn/early-vertebrate-evolution,Life Sciences,University of Alberta,"Paleontology: Early Vertebrate Evolution is a four-lesson course teaching a comprehensive overview of the origin of vertebrates. Students will explore the diversity of Palaeozoic lineages within a phylogenetic and evolutionary framework. This course examines the evolution of major vertebrate novelties including the origin of fins, jaws, and tetrapod limbs. Students also explore key Canadian fossil localities, including the Burgess Shale (British Columbia), Miguasha (Quebec), and Man On The Hill (Northwest Territories)."
Paleontology: Theropod Dinosaurs and the Origin of Birds,theropods-birds,https://coursera.org/learn/theropods-birds,Life Sciences,University of Alberta,"Paleontology: Theropod Dinosaurs and the Origin of Birds is a five-lesson course teaching a comprehensive overview of the origins of birds. This course examines the anatomy, diversity, and evolution of theropod dinosaurs in relation to the origin of birds. Students explore various hypotheses for the origin of flight. Watch a preview of the course here: https://uofa.ualberta.ca/courses/paleontology-theropod-dinosaurs"
Patenting in Biotechnology,patenting-bio-ipr,https://coursera.org/learn/patenting-bio-ipr,Life Sciences,"Technical University of Denmark (DTU), Copenhagen Business School","Far too often, researchers are misinformed about the role and the possibilities arising around patents and Intellectual Property Rights (IPR). In this course we will teach you what IPR are - with a special focus on patents. Also this course will look at the importance of patents in the world of biotechnology - and what you actually can patent.

Should your research be protected? Can your research even be protected? 
There are a lot of misunderstandings about patents, so first step is to know what patents really are and how they work. Then we will introduce how and when to apply for them. Also how to find existing patents is a crucial and necessary element to being able to assess whether your research should be protected or not.

The course will be divided in 7 sessions, and at the end of the course, you should be able to:
- describe the different types of IPR
- explain the conditions of patentability for an invention
- describe the various stages involved in a patent application
- search and retrieve patent information from databases
- read and understand a patent
- write claims related to biotechnology
- understand and explain the concept of Freedom To Operate

Course Materials:
You will need the following book as a reading material for the course:
“Patenting in Biotechnology, a laboratory manual” by Peter Ulvskov, which will be available from http://polyteknisk.dk/home/Detaljer/9788750211068

Also, you will need to get access from your home institution to these databases:
- Derwent Innovation Index (via Web of Science)
- SciFinder"
Positive Psychiatry and Mental Health ,positive-psychiatry,https://coursera.org/learn/positive-psychiatry,Life Sciences,The University of Sydney,"In today’s world, mental illness and distress are common and these account for a significant burden of disability within our community. At the same time, there is a growing interest in understanding and enhancing positive mental health and wellbeing; particularly from developments in the fields of positive psychology and mental health promotion. Positive Psychiatry is a new term (Jeste et al 2016) that describes a dual approach to mental health, where we build strengths, supports and healthy lifestyles as well as treating illness and distress. In this course, we will explore different aspects of good mental health as well as provide an overview of the major kinds of mental disorders, their causes, treatments and how to seek help and support. The course will feature a large number of Australian experts in psychiatry, psychology and mental health research, and we will also hear from “lived experience experts”, people who have lived with mental illness, and share their personal stories of recovery. We take an evidence-based approach to a range of strategies that anyone can use to enhance their own mental health and that of others, from exercise and relaxation techniques through to the role of love, relationships and 'good' types of work. We cover topics from creativity and yoga through to psychiatric medications and psychotherapies. This course is designed for anyone with an interest in psychiatry and mental health. It may be particularly helpful if you have struggled with illness, cared for a family member or friend, or work in a related field and would like to know more about how to assist people."
PrEParing: PrEP for Providers and Patients,prep,https://coursera.org/learn/prep,Life Sciences,Johns Hopkins University,"Pre-Exposure Prophylaxis (PrEP) using the antiretroviral medication emtricitibine/tenofovir approved in countries around the world is a highly effective means of reducing transmission of HIV through sexual encounters and needle sharing. 

This Johns Hopkins University course PrEPares you with essential information, concepts and practical advice regarding PrEP from leaders in the field. A first of its kind learning opportunity, both providers and patients learn from the same experts through content that meets the needs of both audiences, while facilitating the opportunity for a shared community space.  

Lessons for healthcare workers provide background on foundational and cutting-edge research and PrEP guidelines, how to initiate a PrEP program, clinical management and providing culturally sensitive sexual health and primary care to diverse communities. 

Lessons for PrEP enthusiasts, PrEP users or the PrEP curious provide information regarding who can benefit from PrEP, how to access services, what to expect and how to stick with your PrEP program long-term."
Preventing Chronic Pain: A Human Systems Approach,chronic-pain,https://coursera.org/learn/chronic-pain,Life Sciences,University of Minnesota,"Chronic pain is at epidemic levels and has become the highest-cost condition in health care. This course uses evidence-based science with creative and experiential learning to better understand chronic pain conditions and how they can be prevented through self-management in our cognitive, behavioral, physical, emotional, spiritual, social, and environmental realms."
Protected Areas Management in Africa,protected-areas,https://coursera.org/learn/protected-areas,Life Sciences,École Polytechnique Fédérale de Lausanne,"This course is about areas dedicated nature conservation, ""protected areas"": how they work and why they are so important in maintaining the health of the environment in a fast developing world, and in particular in Africa. It will help you understand the challenges of conservation in Africa and how protected areas can help to deal with it, from the local to the international level."
Rethinking Ageing:  Are we prepared to live longer?,ageing,https://coursera.org/learn/ageing,Life Sciences,The University of Melbourne,"Population ageing is occurring in nearly every country around the world. This MOOC takes a multidisciplinary approach to explore the impact of living longer and takes into account the technological advancements, the built environment, economics and ethics to rethink what it means to 'age well' now and in the future."
Science of Exercise,science-exercise,https://coursera.org/learn/science-exercise,Life Sciences,University of Colorado Boulder,"In this course you will learn about a number of significant adjustments required by your body in order to properly respond to the physical stress imposed during a single bout of exercise. These responses will include changes in carbohydrate, fat and protein metabolism as well as a number of important physiological systems. Nutritional considerations, causes of muscle soreness & fatigue and effectiveness of performance enhancing drugs will also be addressed. Additionally, you will learn about many of the long-term training adaptations associated with participation in a program of regular exercise. The numerous health benefits of exercise including heart disease, diabetes, cancer, aging, depression and dementia will be discussed. The 4 Modules for this course are divided into The Energetics of Exercise, Physiological Systems During Exercise, Exercise for Fitness & Performance and, Exercise in Health, Wellness and Disease."
Service Transformed: Lessons in U.S. Veteran Centered Care,va-health-care,https://coursera.org/learn/va-health-care,Life Sciences,University of Michigan,"Improving health care for veterans has become a matter of national attention and has gained increasing attention from the medical community. With the current surge of veterans reintegrating into civilian society it is critical to improve the training of the next cadre of providers who will provide care for our veterans. It is widely known that veterans receive care in all aspects of the health system, thus providers in veteran focused care facilities, military health serves and civilian locals must be aware of the unique needs of veterans. It is perhaps even more important to educate civilian providers who may be unfamiliar with the unique physical, mental and emotional needs related to military service."
